STATION,DATETIME,TEMPERATURE,RAINFALL,WINDSPEED,HUMIDITY
133,2016-05-17 17:00,26.5,,1.2,31
133,2016-05-17 18:00,26,,1.1,37
133,2016-05-17 19:00,23.7,,1.4,41
133,2016-05-17 20:00,21.4,,1.7,52
133,2016-05-17 21:00,20,,.9,51
133,2016-05-17 22:00,18.8,,.9,59
133,2016-05-17 23:00,17.4,,.7,65
133,2016-05-18 00:00,16.3,,.9,72
133,2016-05-18 01:00,15.2,,1.2,77
133,2016-05-18 02:00,14.3,,.5,78
133,2016-05-18 03:00,13.9,,1,82
133,2016-05-18 04:00,12.8,,.9,86
133,2016-05-18 05:00,12.5,,.9,88
133,2016-05-18 06:00,12,,.8,90
133,2016-05-18 07:00,13.9,,.2,84
133,2016-05-18 08:00,16,,.2,78
133,2016-05-18 09:00,19.1,,.6,67
133,2016-05-18 10:00,22.7,,1.6,54
133,2016-05-18 11:00,25.5,,1.3,44
133,2016-05-18 12:00,27.1,,2.1,33
133,2016-05-18 13:00,28.1,,1.3,29
133,2016-05-18 14:00,29.1,,1.7,25
133,2016-05-18 15:00,29.7,,2.6,23
133,2016-05-18 16:00,29.2,,1.4,23
133,2016-05-18 17:00,29.2,,1.7,29
133,2016-05-18 18:00,28,,2.1,32
133,2016-05-18 19:00,25.6,,1.4,38
133,2016-05-18 20:00,23.8,,1,44
133,2016-05-18 21:00,23.1,,.8,48
133,2016-05-18 22:00,21.9,,.8,49
133,2016-05-18 23:00,20.7,,1.1,57
133,2016-05-19 00:00,19.2,,.6,66
133,2016-05-19 01:00,18.3,,1.1,67
133,2016-05-19 02:00,17,,1,73
133,2016-05-19 03:00,16.4,,.2,76
133,2016-05-19 04:00,15.6,,.1,79
133,2016-05-19 05:00,14.8,,1,83
133,2016-05-19 06:00,14.8,,.3,85
133,2016-05-19 07:00,15.9,,.2,81
133,2016-05-19 08:00,18.8,,.7,72
133,2016-05-19 09:00,21.7,,1,59
133,2016-05-19 10:00,24.6,,.6,47
133,2016-05-19 11:00,26.8,,1.5,39
133,2016-05-19 12:00,28.9,,2.5,30
133,2016-05-19 13:00,30.5,,3.9,21
133,2016-05-19 14:00,30.9,,2.9,23
133,2016-05-19 15:00,31.3,,2.4,20
133,2016-05-19 16:00,30.9,,2.7,15
133,2016-05-19 17:00,30.6,,2.5,20
133,2016-05-19 18:00,29.8,,1.7,18
133,2016-05-19 19:00,27,,1.8,41
133,2016-05-19 20:00,24.8,,2.5,50
133,2016-05-19 21:00,23.2,,2.1,56
133,2016-05-19 22:00,22,,2.1,58
133,2016-05-19 23:00,21.2,,1.5,61
133,2016-05-20 00:00,20,,1.7,65
133,2016-05-20 01:00,18.8,,.7,70
133,2016-05-20 02:00,17.6,,1.9,78
133,2016-05-20 03:00,16.5,,.6,82
133,2016-05-20 04:00,15.9,,.9,86
133,2016-05-20 05:00,15.1,,.4,88
133,2016-05-20 06:00,14.5,,.3,90
133,2016-05-20 07:00,16,,.4,85
133,2016-05-20 08:00,18.2,,.2,74
133,2016-05-20 09:00,21.3,,.7,55
133,2016-05-20 10:00,23.9,,1.5,39
133,2016-05-20 11:00,25.6,,1.2,36
133,2016-05-20 12:00,27.4,,1.4,28
133,2016-05-20 13:00,29.1,,3.9,26
133,2016-05-20 14:00,29.4,,3.1,21
133,2016-05-20 15:00,30.1,,2.8,21
133,2016-05-20 16:00,29.9,,3,19
133,2016-05-20 17:00,29.2,,3.1,20
133,2016-05-20 18:00,28.1,,2.6,23
133,2016-05-20 19:00,26.7,,1.2,27
133,2016-05-20 20:00,24.7,,.9,35
133,2016-05-20 21:00,22.6,,1.6,45
133,2016-05-20 22:00,21.7,,1.6,47
133,2016-05-20 23:00,21.2,,1.4,43
